geo,href,listing
las_vegas,https://inlandempire.craigslist.org/cto/d/bmw-e30/6478495750.html,"I am selling my BMW E30. It has a fresh M20 under the hood. Custom interior, custom sound system consisting of JLAudio, 5 speed, it was a motorized convertible top, but it was converted to manual top, convertible top is brand new, paint is 9/10, brand new CCW custom wheels. Brand new MOMO steering wheel. No issues with car. You are practically purchasing a brand new E30. NO TRADES.\n\nTEXT show contact info"
las_vegas,https://inlandempire.craigslist.org/cto/d/1986-bmw-325-e30/6478376137.html,"Selling my 1986 BMW 325 E30 I've had it for 3 years, runs and drives great.\n3500 OBO\nIts Clean title, tags up to date, ODO stuck at 190xxx, CEL doesn't work, as far as aftermarket it has ksport coilovers, headers/ straight pipe, RED 46 skid plate, dinan chipped ecu, 3.73 welded diff, trans/motor/LCA are condorspeed solid bushings. Tires are good, No A/C no heater, has powersteering. Paperwork on last clutch replacement. Overall body is straight\n\n16x9 esm wheels for sale as well tires are good $300"
las_vegas,https://inlandempire.craigslist.org/cto/d/1989-bmw-325i/6461692819.html,"1989 BMW 325i\nS52 obd1 e30\nmy project. Car runs and drives.\n\n\nSuspension in great shape with oem parts. Its a project car.\nReg. Due since oct 2016\nCarbon fiber hood\nS52 has 148k miles\n160k chassis\n2.93 lsd\nZf trans\nAlot of work done to this car.\n\nReason im selling is change in priorites, family all that good stuff. Dont care for projects anymore\n\nPriced to sell. 6100\nconsidering reasonable offers.\n\nContact me with a time and date to see the vehicle. Also that i may explain any details to you about the vehicle.\n\nhere is a link of the start up\n\nhttps://youtu.be/v8zXFH1qg5s\n\n\nThanks for looking.\n\nNine 5 one Five two five 8 seven 2 two\n\nKeywords: e30, s52, bmw, e36, e34, m50, m52, m3, 325i, 325is, 328i, 325ic, m motorsport"
las_vegas,https://inlandempire.craigslist.org/cto/d/1986-bmw-325-e30/6474289487.html,"Selling my 1986 BMW 325 E30 I've had it for 3 years, runs and drives great.\nAsking 3,500 OBO\nIts Clean title, tags up to date, ODO stuck at 190xxx, CEL doesn't work, as far as aftermarket it has ksport coilovers, headers/ straight pipe, RED 46 skid plate, dinan chipped ecu, 3.73 welded diff, trans/motor/LCA are condorspeed solid bushings. Tires are good, No A/C no heater, has powersteering. Paperwork on last clutch replacement. Overall body is straight\n\n16x9 esm wheels for sale as well tires are good $300"
las_vegas,https://inlandempire.craigslist.org/cto/d/1986-bmw-325e-e30-clean-title/6438967847.html,"I have a 1986 E30 BMW 325e for sale. This was a single owner / dealer maintained car it's entire life. When I got it it had 346k miles and needed some love.\nIt has 350K now and runs incredible!!!\n\nSince I got it:\n4 new tires & new tire on the spare\nBrand new battery\nNew Coolant Hoses\nNew Pads and Rotors\nFlushed Manual Transmission\nFlushed Power Steering\nFlushed Brake / Clutch Fluid\nOil and Filter\nAir Filter\nNew Fuel Filter\nBMW Blue Coolant / Distilled H20\nNew Belts\nKick A$$ Smog scores\nReplaced faded blue back seat for a flawless black leather seat\nRepleced tore up blue front seats with very nice but one rip black leather seats.\nCracked dash is by far the worst I've ever seen in my life but a Bavauto dashmat solved that... well not really!\nReplaced steering wheel with a M-Tech Wheel\nReplaced Shift Boot.\nFound great used set of BMW Black mats\nNew Headlight\nOdometer Still works shocking I know\nI use it as my daily to get to work 65 miles away. When I get close to home I find myself going the long way around the block. Even after a crap day and 135 mile drive, I truly don't ever want to stop driving it. It is so responsive and feels like one of the best BMWs I've owned. It has a few areas of improvement left, but I will disclose every blemish and hickup. Just give me a call before you plan to sell it and maybe I'll be in a better position to own 2 cars... I have had a 2005 525 for 4 years and insurance and reg with new fees on 2 cars is not easy.\n\nErick show contact info"
las_vegas,https://flagstaff.craigslist.org/cto/d/1986-bmw-e30-325es/6489929734.html,"This is my 1986 325es for sale\n\nm20 with a chipped ecu to rev to 4700 and run on 91 (has been on this setup for 10 years)\nFactory black leather and delphin gray\nMileage is not accurate because the cluster has been swapped to the 325is cluster\nBrand new shift light integrated into SI light http://www.e30ig.com/\n13 button obc with everything functioning properly\nHas lived in Az and Nm for a long time so no rust on the car.\nFreezing cold ac and nice heat\n5 speed getrag with a new clutch/resurfaced flywheel\nFactory LSD\nOptioned from the factory with premium sound\nNewer Pioneer deck with bluetooth\nSpeakers have been switched to high quality pioneer components in the front and rear and made to look factory\nHas M shift knob, shift/e brake boots, steering wheel, and pedals\nBrand new Nitto NeoGen tires on 15x8 wheels with less than 1,500 miles on them\nBMW BBS basket weaves with the center caps and the BBS wrench\nBrand new subframe bushings, u joints, balanced driveshaft, and exhaust gaskets\nNew Garagistic poly (soft 80a) differential bushing\nNew rear sub frame bushings\nMagnaflow resonator\nTool card complete with all BMW tools\nSmaller Kicker subwoofer and Jensen amplifier to fill out the sound\nCustom gold sunshade\nPerfect condition dash with all working gauges and check panel\nBrand new front and rear calipers and rotors\n\nBBS wheels have chrome that is peeling but will come with the car.\nClear coat is starting to peel from the roof, hood, and decklid and could use some attention.\nFront seats could use some new materials but all functions work perfectly.\n\nCar will also come with an m52 ""technical update"" b28 with dual Vanos for an extra 500$ that I was planning on swapping into it. All information on the swap is on http://www.e30zone.net/e30zonewiki/index.php/Engine_Swap_-_M5x and all the parts to swap it can be found on https://store.garagistic.com/\nI have the full engine harness, steering column just in case it was needed for the key/ignition cylinder and all accessories off the engine. It was pulled out of a running and driving e36\n\nOverall this is a great car for the price and I have enjoyed every drive in this car. I know I am missing a lot and I will update the info as I remember. Asking $5500 ($6000 with m52b28)\n\nCar is located in Flagstaff but would be willing to drive for a serious buyer.\n\nPossible trade for Mazda miata, Mazdaspeed 3, Nissan 350z, 370z, or g37, Datsun 620 bulletside, 510 or 280z of equal value/condition.\n\nI do not need help selling this car and all offers to help me do so will be ignored."
las_vegas,https://flagstaff.craigslist.org/cto/d/e21-320i-bmw-5spd-factory/6435985356.html,"1982 320I Bmw for sale\nGray repaint\nRecaro seats factory option\n14m rear sway Bar factory option\n4 Spd Trans\nSunroof\n180,000\nSerious inquiries only call or text for any questions"
reno_/_tahoe,https://reno.craigslist.org/cto/d/1987-bmw-318i-m40-german/6469404515.html,"For sale is my grey market 1987 318i Zinnoberrot with 140k original miles. I recently was in a car accident in which totaled my 07 cooper s daily. My plan was to get this car as perfect as possible and either hang on to it or pass it on to a collector.\n\nI purchased this car because it is an out of the ordinary car that is unlike any other e30 I've driven. This m40 powered 318i was imported from Germany in 1999 and driven until traded in at the local BMW dealership last year with a bad transmission. One of the technicians purchased it and replaced with a transmission from a m42 318i along with the drive shaft and used it as a daily driver. Once I got the car the interior was shredded, paint was faded, had a faulty fuel injector and the car ran a little hot (up to the third tick on the temp gauge). All of which has been sorted. This car has been a fun project. It's easy to get parts and has been really easy to work on.\n\nI think this car is kind of special because it is a very bare bones e30. It is an m40 powered car which was not available in the united states. Surprisingly it is easy to drive, cruises 80 mph all day with more than enough power to get out of its own way. It also has manual crank windows all around, manual sunroof, no check panel, euro clock, factory manual steering, no factory ac (not even plumbed for ac), rear drum brakes, solid front rotors (just converted to vented discs and 325i calipers). It is the first late model e30 year available (1987 - plastic bumpers were not available here until 1989). Overall it is fun to drive, gets plenty of complements and there is never an e30 like it anywhere you go.\n\nThe exterior condition is 8/10, the paint was resprayed and there are small imperfections and the valance is flaking some paint. no dents. There are a few scuffs on the bumper trim. NO RUST! Interior is 8/10, The door cards are black still and dash is cracked. Mechanically sound and reliable. The head was rebuilt by Reno Rennsport some time back but there is no timing belt sticker so that is my next project. No fluid leaks!\n\nRecent work done within last 5k:\nNew spark plugs\nNew rear shock mounts\nNew fan clutch\nNew water pump\nNew thermostat\nNew alternator and belt (only accessory belt)\nTrans and diff fluids changed\nCoolant flush\nBrake fluid flushed twice with DOT4\nRebuilt fuel injectors\nNew 325i Rotors with Hawk HPS street pads and Girling calipers\nLeather comfort seats 9/10 condition\nResealed oil filter housing\nFresh oil change last weekend\nFull clay bar, buff and wax\nNew all season tires\nNew control arm bushings\nNew ZHP shift knob\n\nImperfections: (I am working on these things until sold)\nCracked dash\nGauge cluster needs to be smacked like most e30s\npaint has been resprayed and there are small imperfections\nSunroof handle works but does not stay up and is missing the trim around the handle\nhvac lights intermittently work\ndrivers high beam is cracked\nSun visor clips broken\n\nThis car is great for someone with a collection or looking to start one. Or you can go the other way and have a perfectly straight body for a swap of your choice. My intent was to get it as perfect as possible and just enjoy having a different E30. I am asking 4k and the car is worth much more especially fully restored."
reno_/_tahoe,https://reno.craigslist.org/cto/d/1991-bmw-850i/6480174037.html,"I purchased the car from a dealer in the bay area after the car was turned in from the lease with 8.000 miles in 1991. I have driven the remaining miles. It has always been in a garage and is in excellent condition. It has never been in a wreck and has the original paint. I'm a non-smoker so no one has ever lit up in the car. As it is my third auto, I seldom drive it but always enjoy showing it off when I do."
reno_/_tahoe,https://reno.craigslist.org/cto/d/1982-bmw-733i/6477336184.html,"6 cyl Runs Fair, but needs help to pass smog.\nTrans 5 speed manual, good.\nBody in good shap.\nHave new parts on it\n$800\nIt cant pass smog in Ca."
reno_/_tahoe,https://reno.craigslist.org/cto/d/1974-bmw-2002/6472749470.html,"New paint , 5 new tires and spare,radiator, hoses, battery. alternator , exhaust , clutch , new Interior in great condition, Bilstien shocks , New pioneer stereo and speakers. Very little rust underneath."
reno_/_tahoe,https://reno.craigslist.org/cto/d/bmwi/6470267462.html,Very clean bmw runs and drives great.\nHate to see it go.\n\nPros:\nbc racing coil overs\nRe done linkage\nNew wheels and tires\nClean interior!\nClean title\n\nCons:\nCracked dash\nLoud!! Which could be a pro for some\n\nRead Less
reno_/_tahoe,https://reno.craigslist.org/cto/d/1986-bmw-528e/6462363994.html,I have a 1986 bmw 528e no transmission\nPretty beat up intetior\nNew wheels and tires
reno_/_tahoe,https://reno.craigslist.org/cto/d/85-318i-bmw-open-to-offers/6457254589.html,"The car runs and drives fine, I had plans for the car but at the time money is tight, Perfect for a drift car, I have another engine for the car with transmission the other motor has new gas pump new Radiator and a new clutch, I'm willing to trade the car for another Manual car"
reno_/_tahoe,https://goldcountry.craigslist.org/cto/d/1981-bmw-320i/6490943953.html,"This car is for someone looking for style and functionality. This baby will have people flocking to you asking about it, even in its slightly less than astounding appearance. Ya the paints chipping a bit but nothing says classic like an original paint job. Worried about gas prices? Don't be this baby can do anywhere between 20-30 mpgs depending on how heavy your foot is. This little 1.8 liter 4 banger won't be breaking any speed records but it handles like a true BMW. There's many things you can do with this car, if you wanna throw a little more money into it you can bring it back to its original beauty or you can convert it into a true track monster that will get you plenty of attention if that's your thing. Ever heard of 24 hours of Lemons?? This car might be your golden ticket to true stardom, all it take is you to pull the trigger on this screamer of deal bro, ya dig!?!? I'm sad to see this car go but my girlfriend is making me get rid of it because too many ladies were throwing their numbers at me when I was driving it. The muffler got ripped off in a driveway accident but now it sounds like a rabies fueled three headed dog . The car is on Non Op so it is sold as is, won't take much to get it going back to its true glory if you have any interest let me know, just don't tell your girlfriend you're getting this babe magnet 😉 5threeZero 3zero6 four5one1"
reno_/_tahoe,https://chico.craigslist.org/cto/d/e30-325is-sr20det-bmw-project/6480660606.html,"Just posting to see if there is interest. I'm only considering selling at the moment. SR20det is installed and wired. Professional wiring harness was made by Wiring Specialities. The project just needs the loose ends finished up. Air and oil gauges, fuel pressure, and brakes are the main things needing finished."
reno_/_tahoe,https://chico.craigslist.org/cto/d/for-sale-1982-bmw-733i/6477451204.html,"6 cyl Runs Fair, but needs help to pass sog.\nTrans 5 speed manual, good.\nBody in good shap.\nHave new parts on it\n$800."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1987-bmw-325i-e30-fs-ft/6473813800.html,"Up For Sale/Trade CLEAN TITLE 87 e30\n\n161k miles, runs great no problem.\n\nInline 6 2.5L 5speed Manual\n\nInterior/exterior 8/10\n\nNEW\n\n-New top\n\n-radiator\n\n-alternator\n\n-fuses\n\n-spark plugs\n\n-BC coil overs, rotor and cap\n\n-New break pads\n\n-fuel pump\n\n-fuel filter,fuel pump in line\n\n-valve adjustment\n\n-2019 registration, passed smog.\n\nAsking:6700 OBO or trade?\n\ncall/text show contact info ‬ for more info. Thanks."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1991-bmw-318i-slicktop/6490677912.html,"Hi I'm selling my 1991 BMW e30 318i slicktop, it's a 4 door with cloth interior, 5 speed, 4.10 diff gearing, m42 motor, it's sitting on 2 inch lowering springs, xxr wheels other than that the car is completely stock\n\nPassed smog on 1/30/18\n\nI just took this car on a 6 hour round trip and it drove awesome it had no issues the exterior is a 8/10 and the interior is a 8/10\n\nI'm asking 4500 obo, only trade I'd be interested in a obs powerstroke"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1983-bmw-633csi-5-speed/6470001783.html,"Hello Everyone\n\nI am selling my 1983 Bmw 633csi.\n\n\nShe carries a Clean title.\n\n\n\nShe runs & drives great!\n\n\n\n244k miles\n\n\n\n5/speed manual.\n\n\n\nShe looks great!\n\n\n\nExterior 90%\nNeeds clear coat touch up\nPaint looks great!\n\n\n\nInterior 80%\nAll 4 Windows function\nManual seat upfront\nRear seats look great\n\n\nTons of records / receipts!\n\n(NEW)\nNew clutch kit /shifter bushings\n\nWater pump / thermostat\n\nValve cover gasket\n\nTons of spare parts included\nEcu, mafs, hoses, ect!\n\n\n\n\nAll Electrical is in working order!\n\n\nNeeds Minor TLC\nyour personal touch!\n\n\n\n\nPlease call for more info\nshow contact info"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/lookbmw-320i/6476981051.html,Red 81 BMW 320i 5 speed. Price $1800\nGreen 82 BMW 320i Automatic. Price$1100\nThey are sitting for while.Project or parts cars.All on non op.If you interested Please call Peter show contact info Please no Text
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1984-bmw-533i/6487905562.html,"Selling my '84 533i. To cut to the chase, this car is a drift car. Do not call me and ask if I smogged it, or if it has current tags.\n\nThe good:\nModded knuckles\nWelded diff\nNew shifter bushings\nWalbro 255 single in tank pump\nNew injector o rings\nNew FPR\nProof it drifts\nNew plugs, cap, rotor, and wires\n\nThe bad:\nMisfires for some unknown reason, compression is good and fuel is good. Possibly spark related?\nDash is cracked\nDrivers seat is ugly\nSteering wheel is ugly\nNo bumpers(you're welcome)\n\nThe car runs and drives fine, but for some reason it misfires. I'm done with it and want to move on. Will come with m sport wheels that I used for drift spares, e30 3.73 open diff, and the back seat if you want it. Title is clean.\n\nAsking $2250 obo, call or text show contact info .\n\nProof:\nhttps://youtu.be/uZdqcDJd4GI\nhttps://youtu.be/odTYHI4vQuE"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/zinno-1987-bmw-318i-m40/6468021723.html,"For sale is my grey market 1987 318i Zinnoberrot with 140k original miles. I recently was in a car accident in which totaled my 07 cooper s daily. My plan was to get this car as perfect as possible and either hang on to it or pass it on to a collector.\n\nI purchased this car because it is an out of the ordinary car that is unlike any other e30 I've driven. This m40 powered 318i was imported from Germany in 1999 and driven until traded in at the local BMW dealership last year with a bad transmission. One of the technicians purchased it and replaced with a transmission from a m42 318i along with the drive shaft and used it as a daily driver. Once I got the car the interior was shredded, paint was faded, had a faulty fuel injector and the car ran a little hot (up to the third tick on the temp gauge). All of which has been sorted. This car has been a fun project. It's easy to get parts and has been really easy to work on.\n\nI think this car is kind of special because it is a very bare bones e30. It is an m40 powered car which was not available in the united states. Surprisingly it is easy to drive, cruises 80 mph all day with more than enough power to get out of its own way. It also has manual crank windows all around, manual sunroof, no check panel, euro clock, factory manual steering, no factory ac (not even plumbed for ac), rear drum brakes, solid front rotors (just converted to vented discs and 325i calipers). It is the first late model e30 year available (1987 - plastic bumpers were not available here until 1989). Overall it is fun to drive, gets plenty of complements and there is never an e30 like it anywhere you go.\n\nThe exterior condition is 8/10, the paint was resprayed and there are small imperfections and the valance is flaking some paint. no dents. There are a few scuffs on the bumper trim. NO RUST! Interior is 8/10, The door cards are black still and dash is cracked. Mechanically sound and reliable. The head was rebuilt by Reno Rennsport some time back but there is no timing belt sticker so that is my next project. No fluid leaks!\n\nRecent work done within last 5k:\nNew spark plugs\nNew rear shock mounts\nNew fan clutch\nNew water pump\nNew thermostat\nNew alternator and belt (only accessory belt)\nTrans and diff fluids changed\nCoolant flush\nBrake fluid flushed twice with DOT4\nRebuilt fuel injectors\nNew 325i Rotors with Hawk HPS street pads and Girling calipers\nLeather comfort seats 9/10 condition\nResealed oil filter housing\nFresh oil change last weekend\nFull clay bar, buff and wax\nNew all season tires\nNew control arm bushings\nNew ZHP shift knob\n\nImperfections: (I am working on these things until sold)\nCracked dash\nGauge cluster needs to be smacked like most e30s\npaint has been resprayed and there are small imperfections\nSunroof handle works but does not stay up and is missing the trim around the handle\nhvac lights intermittently work\ndrivers high beam is cracked\nSun visor clips broken\n\nThis car is great for someone with a collection or looking to start one. Or you can go the other way and have a perfectly straight body for a swap of your choice. My intent was to get it as perfect as possible and just enjoy having a different E30. I am asking 4k and the car is worth much more especially fully restored."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1985-bmw-325e-e30/6485687894.html,"This is a 1985 BMW 325e E30. It has a 2.7 I6 and a 5 speed manual transmission. The car was towed by the city over a year ago and was bought as a project. Prior to having a lien title, it had a clean record and title. The body and interior not bad and the paint is better than most comparable E30s. Odometer does not work and stopped at 147,539, so the actual mileage is unknown. There are 2 important issues with the car that I do not have time to correct. The flange on the back of the transmission is damaged due to the flex disk between it and the drive shaft breaking, therefore the transmission and driveshaft are not connected. I have a new flex disk and the bolts to put it back on. The other issue is how the car runs. It runs but it runs rough, requiring throttle input to stay running. I do not know what has caused this issue and don't have the time to correct it. Throughout the car there are other smaller issues, most of them unimportant. Other small repairs that will need to get done include reattaching the hood and replacing the drivers side rear brake caliper, the bleeder valve is broken but I already have a replacement caliper. The left front hub will need to re re-tapped for the remaining 2 lug nuts and the right front shock needs one more nut to hold it on and fix the alignment. Any other issues I am not aware of. You will need to tow it yourself. Text is preferred.\n\n$1900 OBO\nWill trade for motorcycle or a reasonable condition car.\n\nI currently cannot locate my title, so be aware"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/lookbmw-320i/6449953758.html,Red 81 BMW 320i 5 speed. Price $1800\nGreen 82 BMW 320i Automatic. Price$1100\nThey are sitting for while.Project or parts cars.All on non op.If you interested Please call Peter show contact info Please no Text
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/bmw-325i/6446730158.html,1989 bmw 325i\ncondition: excellent\ncylinders: 6 cylinders\ndrive: Rwd\nfuel: gas\nodometer: 216000\npaint color: white\nsize: mid-size\ntitle status: clean\n\n\nI have a clean title 1989 bmw 325i for sale. Brand new shocks. New tires. Inside and outside is very clean. Call or Text me at show contact info
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/bmw-535i-e28/6480336396.html,"selling my e28, this car does hold a salvage title; the car is in okay condition and runs great, it has one of the calipers seized, currently registered and is used as my daily car."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1979-bmw-320i-e21-cleanest/6477370713.html,"1979 BMW 320i E21. Extra Super Clean, Mint condition, Original Paint never any body work, Super Straight body. Mostly original Non-Abused, No Leaks, Beautiful classic color exterior and interior, Base 4 speed non AC, Crank Sunroof, Original CA Blue Plate. Hard to find handsome Single Euro headlight instead of US dual (last picture), Newly tune up, start up well even in the cold morning. Drives smooth, All new Brakes (Booster, Master, Pads, Rotors, etc), Suspension and Alignment done. Ready to be enjoyed. A nice first timer/starter for your Classic Car journey/hobby. Thank you."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1980-bmw-635-csi/6471800923.html,"1980 BMW 635 CSI ""EURO""\n\n5 - Speed Manual (rare)\nGunmetal Black Paint Job\nBBS 16 inch Rims, New Tires\nAlso comes with separate set of original rims with all new tires\nBilistein Shocks\nSunroof\nLeather Interior\nOriginal Interior\nNew Clutch, Brakes, Alternator, Battery, Drive Shaft, Valve Job\nImported from Germany in 1982\nOwned for 20 Years\nRuns Great\n\nshow contact info\n\nplease only call if you are a serious buyer, looking for $10,500 or best offer\n\nLooking for someone who loves retro 6 series BMW's"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1990-bmw-325i-project-e30-m50/6469489096.html,1990 BMW 325i e30 m50b25 project doesn't run! but have most to the parts for the swap 413 dme e34 m50b25 oil pan.\ntext for more info\nshow contact info
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/bmw-e30-325is-1988/6468706889.html,"I have a clean body 325IS 1988 shell, no motor or trans. I do have original fenders if that's your fancy but those are spares on it right now because I took the original ones for my other E30. I do have paperwork, title is at dmv because I was going to get it going but too many projects. 400$ OBO\n\nCan deliver up to 100miles for extra..! :)\n\nSend and email or textmessage, but calls may not go through unless I'm outside."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/e-roller/6468132403.html,"For sale is a 86 325e. Has no engine or transmission, driveshaft, pedal assembly. No interior except rear seats. It has front frame damage. I bought this car for parts. Ideal for a drift build."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/bmw-320i/6435897022.html,Red 81 BMW 320i 5 speed. Price $1800\nGreen 82 BMW 320i Automatic. Price$1100\nThey are sitting for while.Project or parts cars.All on non op.If you interested Please call Peter show contact info Please no Text
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1991-bmw-318i-e30/6467194859.html,I have my e30 up for sale due to moving car is running with no problems it is my daily everything is original besides drill slotted disk brakes radio rims and springs\nOdo meter reads 167 xx but isn't working anymore estimate is about 180k car is clean title and is 5 speed rear tires do need to be replaced but I have a set of 4 tires that will come with the car for the right price text me only don't email me talking about here's my number contact me ...no my number is provided here and if you are a serious buyer I will respond... if I have not responded to your previous text it's because I was holding the car for a buyer who flaked out last minute so car is still for sale text me at show contact info don't contact me unless your a serious buyer I work long hours so I don't have time to be waisting on low ballers or people that want joy rides
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/bmwis/6466844988.html,"Classic rare 1988 BMW 535is. Only two owners. Clean title. I got the car to turn over, but does not run at the moment. Perfect for a BMW enthusiast who is looking to restore a classic BMW."
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1990-e30-325i-sedan-white/6466661120.html,"I have a clean title, daily driven, manual 1990 e30 sedan in white.\nThis car is hardly perfect, has tons of issues but is a great starting point for a restoration or ????\nThe Wheels, the Body kit, clean title manual are what make this a is a great/project car that is why i am vacillating on selling this.\n\nI am going to list the known issues first.\nleaky head gasket, may or may not fix depending on how much money i am offered for the car.\nparasitic battery draw on fuse 19, probably from the cluster/speedometer battery.\nodometer not working\nLeak in the trunk\nleak sometimes under dash\nbad aux fan or switch, temperature goes above middle when idling in traffic\nneeds suspension refresh\nand thousand other things for it to be perfect.\n\nGOOD:\nIt is currently daily driven\nclean title\nmanual\nZender body kit\nBBS rear trunk spoiler\nGreat/Good condition DASH\nWest German after market wheels\nfront strut tower bar\nblack sports seats in okay condition\nAC works\nextra parts included.\n\n\nI will not take offers for over the phone!!!\n209-six 0 one, nine 88 zero"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1976-bmw-model-2002/6464866659.html,"A rare, classic 1976 BMW model 2002. Maroon with tan leather interior. 4-cylinder engine with 4-speed manual transmission. Sunroof, new Alpine radio w/ bluetooth. Runs and drives great. New paint job, many custom features Alloy wheels. California car. Recent new brake, radiator, and carburetor repairs. New tires.\nPassed smog, license plates good til January 2019.\n\nA fun car to drive. No dents or dings.\n\n\n$12,500"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/bmw-e34-535i-5speed/6464824836.html,"Clean title 1989 e34 535i rare with factory 5 speed manual.\n\nRegistration was just paid and is good till next year .\n\nPrice lowered to $1800 firm as car did not pass 15mph smog but passed 25mph.\n\nCar is being sold AS IS as parts car .\n\nRear wheel drive, 3.5 liter inline six m30b35 engine .\n\nFour door sedan, white with tan interior.\n\nThis is my 3rd e34 car, purchased it last year for daily driving duty while my other car was getting finished .\n\nDetails about the car -\nPurchased it from previous owner who concentrated on getting the car to drive and handle well but neglected interior .\n\nCar comes with style 32 17"" wheels\nSuspension is dialed in using koni yellow single adjustable shocks front and rear and lowering springs\nControl arms and bushing replaced by previous owner .\nCar does not have any 50-60mph shake that a lot of these cars suffer when suspension is worn.\n\nSoon after Ive purchased the car I've replaced the worn out interior with late model 94/95 updated leather interior out of a 540i.\n\nFour door panels with leather stitched door handles\nFront heated seats\nRear seats\nAdded rear headrests from e32 7 series\nAdded rear armrest / storage from e32 series\nCluster did not work when I purchased the car , so it's got a late model cluster with all working gauges but mileage isn't accurate , car has over 200k miles on it and clutch was done by previous owner but cluster only shows 131k miles as I have no way to adjust it .\n\nThings car needs to make it perfect -\nDriver side door lock\nDriver side rear window regulator\nCentral locking sometimes works and sometimes doesn't . So I just use the key.\n\nComes with factory oem fog delete covers\nAnd some other spare parts .\n\nCar is reliable and fun to drive as suspension has been done and interior is nice and not worn out .\n\nClean title and vincheck.\n\nNo trades, no help needed with selling the car .\n\nThank you\n\n\n\nBmw e32 e34 e24 e30 525i 530i 535i 540i m30b35"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/1981-bmw-e21-320i-rolling/6438204653.html,"This is basically a rolling shell of a 1981 BMW 320i that has been parted out. No engine, trans, diff, brakes, master cyl, rear seat. Many parts missing/sold already. The car is completely rust-free and has never been wrecked. Parts included but not pictured: Front valance, left front fender, glove box, rear bumper, door panels.\n\nA 6""x6"" square has been cut from the driver's floor to patch another car, but it's pretty flat so it should be easy to patch. Also, the trans mounts have been cut from the tunnel but are included, and can be easily welded back in.\n\nI do have the title and it's clean (ie NOT salvaged). Registration fees are all paid through June of 2018, but the previous owner couldn't get it to pass smog, so the tags expired in June of 2017. There are NO back fees currently and all it would need is a smog to register. I'm no expert, but I'm gonna go out on a limb and guess that it'll need an engine for that.\n\nWheels are from a 2001 VW Golf cabrio. What you see is what you get. $100.\n\nEmail through Craigslist is preferred. Text if you must. I doubt I'll answer if you call."
reno_/_tahoe,https://sacramento.craigslist.org/ctd/d/1985-bmw-3-series-318i-2dr/6458698928.html,"1985 BMW 3 Series 318i 2dr Coupe 257405 Miles\nClean Title original title in hand...\ngreat condition.\n<<<< FIRST TIME BUYERS FINANCING AVAILABLE>>>>\n\n<<<<< Get Pre-Approved in 60 Seconds & Drive off today !!!!\n\n<<>>>\n\n<<< WHATEVER YOUR SITUATION MAY BE WE HAVE FINANCING TO FIT YOUR NEEDS >>>\n\n(((((((((((((((( CALL AND SPEAK TO A LOAN SPECIALIST TODAY AND GET APPROVED WITH NO HASSEL))))))))))))\n\n<<<<<< OUR LOAN SPECIALIST MAKE GETTING APPROVED FOR THE RIGHT VEHICLE SUPER EASY >>>>>\n\n(((((((((( WE MAKE CAR BUYING EASY AND FRIENDLY , WE UNDERSTAND AND ARE TRAINED TO WORK WITH YOUR NEEDS SO U HAVE A PLEASANT CAR BUYING EXPERIENCE EVERY TIME )))))\n\n\n~~~EASY FINANCING MEANS VARIOUS PROGRAMS AVIALABLE TO FIT YOUR FINANCING NEEDS !!!\n\n\nsport auto center\n321 RIVER SIDE AVE\nROSEVILLE CA 95678\n916-865-4406"
reno_/_tahoe,https://sacramento.craigslist.org/cto/d/88-bmw-535i/6457347781.html,"1988 BMW 535i has 168k, Like new condition, runs amazing and super clean"
